CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TotalQuantity
12399.0,119,4,1108.65,18.790677966101697,47,1178
12401.0,303,1,84.3,16.86,5,11
12402.0,323,1,225.6,20.509090909090908,11,94
12403.0,50,1,427.7,85.53999999999999,5,96
12405.0,149,1,1710.39,31.67388888888889,54,857
12406.0,22,2,3415.3,32.52666666666667,92,1818
12407.0,50,5,1708.1200000000001,22.183376623376624,57,1416
12408.0,33,5,2888.55,27.51,81,1409
12409.0,79,3,11072.67,101.58412844036697,91,5551
12410.0,309,2,693.3299999999999,26.666538461538458,26,211
12412.0,75,3,1226.88,20.112786885245903,43,829
12413.0,67,3,758.1,19.95,29,286
12414.0,217,3,562.41,31.244999999999997,16,300
12415.0,24,21,124914.53,174.95032212885152,444,77374
12417.0,3,9,3649.1,19.005729166666665,158,1552
12418.0,113,1,668.58,19.664117647058823,34,407
12420.0,64,1,600.39,20.70310344827586,29,345
12421.0,16,4,807.04,17.93422222222222,32,484
12422.0,96,3,803.5600000000001,20.604102564102565,39,370
12423.0,1,8,1859.31,14.87448,97,1339
12424.0,163,2,1760.96,58.69866666666667,30,740
12425.0,78,1,777.2,21.58888888888889,36,496
12426.0,195,1,582.73,19.424333333333333,30,258
12427.0,22,3,825.8,26.638709677419353,26,533
12428.0,26,9,7956.46,27.062789115646257,258,3536
12429.0,9,4,3750.4,38.66391752577319,82,1557
12430.0,43,1,256.4,23.30909090909091,11,117
12431.0,36,15,6419.95,27.43568376068376,163,2896
12432.0,43,5,5059.32,46.845555555555556,107,1801
12433.0,1,7,13375.87,31.847309523809525,219,11071
12434.0,85,2,806.14,16.122799999999998,46,394
12435.0,80,2,7829.89,217.49694444444447,31,2055
12436.0,100,1,509.01,31.813125,16,211
12437.0,2,18,4951.41,24.88145728643216,118,2922
12438.0,14,2,2906.85,29.66173469387755,84,1180
12441.0,367,1,173.55,15.77727272727273,11,121
12442.0,3,1,172.06,14.338333333333333,12,182
12444.0,21,5,5005.46,28.440113636363638,138,1153
12445.0,22,1,133.4,33.35,4,62
12446.0,58,1,1002.3100000000001,17.584385964912283,57,351
12447.0,243,1,476.49,18.326538461538462,26,190
12448.0,44,1,449.45,20.429545454545455,22,243
12449.0,22,4,4067.29,21.294712041884818,118,1553
12450.0,156,2,197.88,24.735,7,128
12451.0,11,5,9035.52,25.524067796610172,265,6575
12452.0,17,2,430.57,19.571363636363635,21,185
12453.0,134,1,707.09,16.443953488372095,43,473
12454.0,56,1,3528.34,235.22266666666667,15,1006
12455.0,73,6,2466.86,27.409555555555556,85,2089
12456.0,44,3,3181.04,25.44832,105,1633
12457.0,66,7,2363.23,38.11661290322581,53,843
12458.0,71,2,947.4,24.931578947368422,35,506
12461.0,94,2,826.88,23.62514285714286,35,287
12462.0,19,2,1189.59,19.186935483870965,51,536
12463.0,53,4,1344.78,16.202168674698793,65,776
12464.0,10,8,1212.05,41.79482758620689,6,112
12465.0,17,2,742.1899999999999,15.79127659574468,46,479
12468.0,188,2,729.5400000000001,19.19842105263158,36,366
12471.0,2,30,19788.65,43.11252723311547,150,8200
12472.0,32,7,6572.11,19.386755162241887,219,4148
12473.0,29,5,3928.0499999999997,23.52125748502994,140,2414
12474.0,17,18,7324.09,17.355663507109004,253,4833
12475.0,54,1,723.38,20.093888888888888,36,535
12476.0,16,11,6816.42,29.255021459227468,177,2408
12477.0,23,6,13219.74,44.065799999999996,191,3653
12478.0,4,1,680.99,18.91638888888889,36,236
12479.0,11,1,527.2,17.006451612903227,31,385
12480.0,28,4,3281.63,21.309285714285714,129,1707
12481.0,23,10,5579.82,25.8325,150,3294
12483.0,17,8,2484.98,33.133066666666664,46,1110
12484.0,33,6,4527.32,13.199183673469387,256,2187
12488.0,10,3,1298.66,23.612000000000002,46,529
12489.0,336,1,334.93,22.328666666666667,15,105
12490.0,5,10,5417.93,22.114,131,3064
12491.0,39,1,460.40000000000003,17.70769230769231,25,260
12492.0,63,2,263.21000000000004,13.160500000000003,19,192
12493.0,166,2,433.74,19.715454545454545,20,207
12494.0,16,7,1246.1000000000001,16.183116883116885,63,707
12497.0,82,1,1043.1,74.50714285714285,14,1236
12498.0,21,3,403.70000000000005,17.55217391304348,21,159
12500.0,23,11,4257.82,69.80032786885245,34,2678
12501.0,337,1,2169.39,14.559664429530201,149,1783
12502.0,96,5,3723.87,25.332448979591835,102,820
12504.0,18,2,482.04999999999995,53.5611111111111,6,90
12506.0,233,1,73.5,3.1956521739130435,23,23
12507.0,134,3,1304.81,62.13380952380952,19,894
12508.0,26,2,397.88,5.851176470588236,57,271
12509.0,284,1,176.5,25.214285714285715,7,55
12510.0,143,2,982.5699999999999,29.774848484848484,29,353
12512.0,66,2,132.18,4.263870967741935,31,96
12513.0,113,1,612.29,17.494,35,462
12514.0,267,1,1017.68,19.954509803921567,51,440
12515.0,353,1,383.7,23.98125,16,131
12516.0,78,2,1312.06,50.46384615384615,20,875
12517.0,28,5,2481.6,8.894623655913978,232,1361
12518.0,1,5,2056.89,16.58782258064516,84,1318
12519.0,64,1,330.84,19.461176470588235,17,175
12520.0,79,5,2634.26,17.330657894736845,121,1439
12521.0,143,1,599.68,15.781052631578946,38,309
12522.0,39,2,192.72,16.06,11,194
12523.0,19,11,1789.77,16.884622641509434,84,865
12524.0,9,8,4485.72,31.150833333333335,113,3699
12526.0,1,3,1316.66,18.54450704225352,64,632
12527.0,82,3,348.71000000000004,19.37277777777778,18,234
12528.0,9,6,1933.48,21.01608695652174,50,756
12530.0,60,4,1662.28,25.186060606060607,51,913
12531.0,15,1,125.22,7.365882352941177,17,45
12532.0,30,1,349.83000000000004,21.864375000000003,16,153
12534.0,131,1,1089.18,17.28857142857143,63,651
12535.0,92,2,716.35,21.069117647058825,28,219
12536.0,43,3,12601.830000000002,48.282873563218395,260,2803
12538.0,29,1,363.95,17.33095238095238,21,191
12539.0,22,4,5568.35,20.396886446886448,157,2067
12540.0,20,17,13400.24,28.03397489539749,277,6685
12541.0,30,3,981.18,18.868846153846153,46,680
12544.0,36,1,372.7,19.61578947368421,19,136
12545.0,75,2,1000.39,20.0078,42,523
12546.0,47,2,1161.5,16.833333333333332,59,633
12547.0,198,2,207.79999999999998,25.974999999999998,7,134
12548.0,166,1,95.19999999999999,19.04,5,49
12550.0,79,1,964.83,16.92684210526316,57,569
12551.0,358,1,168.0,16.8,10,100
12552.0,39,2,437.82,21.891,20,88
12553.0,8,10,3692.28,19.33130890052356,95,1965
12556.0,50,2,599.56,5.038319327731092,100,355
12557.0,16,5,11990.960000000001,363.36242424242425,15,4384
12558.0,8,1,269.96,24.54181818181818,11,196
12559.0,311,2,561.71,26.74809523809524,21,283
12560.0,5,3,2134.01,20.323904761904764,91,1110
12561.0,303,1,238.85,14.928125,16,177
12562.0,8,7,3781.7400000000002,22.510357142857146,99,1779
12564.0,261,1,456.9,21.757142857142856,21,133
12565.0,289,1,145.92,16.21333333333333,9,80
12566.0,86,1,351.65,18.507894736842104,19,265
12567.0,23,10,9401.28,21.079103139013455,323,4305
12569.0,2,32,4124.69,21.939840425531912,92,1801
12571.0,40,2,519.61,15.28264705882353,31,523
12572.0,9,2,1020.42,17.006999999999998,53,452
12573.0,227,1,160.54000000000002,5.733571428571429,26,84
12574.0,316,1,218.45,19.85909090909091,11,61
12576.0,36,5,1315.83,14.952613636363635,72,967
12577.0,35,3,626.6,4.291780821917809,137,469
12578.0,21,2,2794.51,24.51324561403509,111,1196
12579.0,78,1,440.42,15.18689655172414,29,285
12580.0,247,1,415.7,17.320833333333333,24,238
12581.0,40,1,197.71,13.180666666666667,15,161
12582.0,239,2,511.36,23.243636363636366,21,300
12583.0,3,15,7281.38,29.47927125506073,115,5060
12584.0,4,9,2338.15,24.355729166666666,44,416
12585.0,234,2,2040.1,23.44942528735632,77,1279
12586.0,17,1,196.94000000000003,17.903636363636366,11,79
12587.0,8,1,144.0,36.0,4,51
12588.0,39,1,214.89999999999998,21.49,10,53
12589.0,29,2,646.68,18.47657142857143,29,306
12590.0,211,2,9864.26,145.06264705882353,68,4283
12591.0,317,1,452.84999999999997,17.41730769230769,26,228
12592.0,92,2,437.6,24.311111111111114,11,290
12593.0,109,3,418.09999999999997,19.909523809523808,14,206
12594.0,38,10,3338.2200000000003,28.290000000000003,50,1777
12596.0,51,2,618.27,22.898888888888887,25,474
12597.0,19,4,3811.22,18.50106796116505,184,2236
12598.0,10,8,3023.08,22.902121212121212,84,1964
12599.0,29,7,1032.58,16.654516129032256,32,956
12600.0,29,10,2599.04,40.61,32,774
12601.0,190,5,577.0600000000001,20.609285714285715,21,245
12602.0,59,1,153.12,12.76,12,162
12603.0,22,1,739.1999999999999,369.59999999999997,2,63
12604.0,79,2,254.18,15.88625,15,201
12607.0,60,1,1579.51,15.63871287128713,101,1228
12609.0,78,3,1126.85,18.78083333333333,57,648
12610.0,23,5,2099.54,19.80698113207547,85,1049
12611.0,52,1,1193.32,18.35876923076923,65,846
12612.0,74,1,704.0400000000001,37.054736842105264,19,262
12613.0,57,5,3344.38,21.858692810457516,124,1644
12614.0,278,1,315.6,15.780000000000001,20,76
12615.0,2,4,2291.19,21.820857142857143,82,1376
12616.0,95,2,713.3,22.290625,25,284
12617.0,29,1,352.98,8.609268292682927,39,210
12618.0,22,1,177.31,16.11909090909091,11,96
12619.0,16,9,3641.24,40.45822222222222,50,3378
12620.0,15,3,1339.41,14.558804347826088,89,1181
12621.0,2,20,13689.67,29.31406852248394,261,7440
12622.0,232,1,180.1,16.37272727272727,11,69
12623.0,276,1,305.1,16.950000000000003,18,191
12624.0,106,2,641.13,16.87184210526316,36,355
12625.0,212,2,2683.82,31.207209302325584,73,1612
12626.0,23,9,6620.48,22.51863945578231,232,3453
12627.0,11,7,4478.53,19.47186956521739,162,2752
12628.0,4,3,786.46,19.181951219512197,34,448
12630.0,10,2,1270.88,19.8575,60,548
12631.0,57,1,640.5,20.661290322580644,31,236
12633.0,59,4,2163.98,21.425544554455445,73,1162
12635.0,90,2,1689.18,16.724554455445546,96,1172
12637.0,67,8,6002.9,15.714397905759162,205,2994
12638.0,33,1,671.69,17.222820512820515,39,577
12639.0,239,1,486.1,22.095454545454547,22,201
12640.0,24,3,1174.58,22.16188679245283,47,311
12641.0,115,1,185.9,18.59,10,72
12642.0,25,3,1013.26,21.558723404255318,39,552
12643.0,128,6,3344.64,139.35999999999999,11,1808
12644.0,130,1,477.91,15.416451612903227,31,325
12645.0,34,4,1775.18,24.31753424657534,58,1084
12646.0,5,2,1346.97,29.932666666666666,43,897
12647.0,22,12,3722.82,30.76710743801653,78,1431
12648.0,155,1,318.05,15.145238095238096,21,160
12649.0,107,3,623.51,20.113225806451613,28,586
12650.0,3,1,314.44,15.722,20,254
12651.0,335,1,114.0,12.666666666666666,9,78
12652.0,331,1,919.98,19.16625,48,505
12653.0,149,2,2209.85,51.391860465116274,37,919
12654.0,11,5,601.98,15.841578947368422,31,264
12656.0,17,5,4051.17,32.152142857142856,89,1723
12657.0,11,4,1643.18,34.961276595744685,35,1044
12658.0,19,1,686.05,19.056944444444444,36,320
12659.0,30,1,91.68,18.336000000000002,5,105
12660.0,11,1,245.1,18.853846153846153,13,127
12662.0,1,11,3849.78,16.73817391304348,129,2058
12664.0,8,9,4881.88,131.94270270270272,10,1203
12665.0,325,1,63.0,21.0,3,37
12667.0,58,1,620.13,18.791818181818183,33,395
12668.0,12,4,3807.15,23.64689440993789,115,1634
12669.0,151,3,2744.0299999999997,27.168613861386135,98,1115
12670.0,10,5,2996.05,32.56576086956522,58,1397
12672.0,330,1,225.89999999999998,22.589999999999996,10,78
12673.0,5,2,610.52,14.536190476190475,42,351
12674.0,39,4,1970.6,23.742168674698792,52,1133
12676.0,25,6,1331.39,29.586444444444446,33,670
12678.0,42,12,17628.46,106.83915151515151,105,10923
12679.0,59,4,1113.02,23.187916666666666,43,554
12680.0,1,4,862.81,16.592499999999998,33,443
12681.0,15,22,13787.54,21.610564263322885,267,7536
12682.0,4,31,12279.82,23.434770992366413,209,5555
12683.0,4,15,8476.57,24.641191860465117,177,4987
12684.0,8,7,2283.63,21.748857142857144,61,1985
12685.0,28,6,2863.08,18.236178343949042,117,1523
12686.0,372,1,89.14,12.734285714285715,7,107
12688.0,114,1,4873.8099999999995,28.501812865497072,171,3028
12689.0,26,2,1247.61,17.327916666666667,57,628
12690.0,206,1,389.01,24.313125,16,106
12691.0,28,6,1035.8,32.36875,21,394
12693.0,127,4,855.91,21.946410256410257,35,255
12694.0,70,2,869.67,23.504594594594593,32,509
12695.0,7,4,582.1,21.55925925925926,23,220
12697.0,29,3,957.59,23.355853658536585,37,508
12700.0,8,4,4939.99,18.432798507462685,193,2967
12701.0,80,2,797.71,15.051132075471699,50,678
12702.0,20,1,219.0,18.25,12,53
12703.0,71,1,283.55,13.502380952380953,21,164
12704.0,7,8,2340.84,26.600454545454546,64,1006
12705.0,15,9,6868.29,20.56374251497006,228,3997
12707.0,292,1,603.42,18.285454545454545,33,256
12708.0,30,10,2712.91,17.27968152866242,86,1307
12709.0,15,15,9706.52,46.891400966183575,93,3912
12710.0,97,3,1149.02,14.922337662337663,75,851
12712.0,29,13,4396.13,33.053609022556394,58,1062
12713.0,1,1,848.55,22.330263157894734,38,508
12714.0,9,5,4708.86,18.18092664092664,216,3069
12715.0,106,1,343.36,17.168,20,192
12716.0,4,2,1053.49,15.267971014492753,60,708
12717.0,151,2,1030.98,18.74509090909091,49,506
12718.0,71,1,238.25,12.539473684210526,19,203
12719.0,5,2,644.95,16.53717948717949,34,374
12720.0,3,25,5781.73,16.332570621468925,211,4672
12721.0,32,6,2656.13,16.497701863354038,133,1959
12722.0,85,4,997.63,18.82320754716981,50,566
12723.0,4,5,725.07,10.508260869565218,53,434
12724.0,5,4,1031.41,19.460566037735852,47,445
12725.0,371,1,427.8,17.825,24,164
12726.0,28,7,2609.1,21.041129032258063,57,3143
12727.0,11,7,3980.7,28.638129496402875,109,2098
12728.0,71,4,836.33,18.18108695652174,38,419
12729.0,114,1,453.01,17.423461538461538,26,233
12731.0,24,12,18895.91,68.96317518248175,109,8437
12732.0,180,1,236.26000000000002,19.688333333333336,12,111
12733.0,234,1,383.95,17.452272727272728,22,137
12734.0,353,1,110.39999999999999,27.599999999999998,4,88
12735.0,315,2,779.5699999999999,18.12953488372093,38,368
12736.0,333,1,234.0,58.5,4,173
12738.0,372,1,155.35,14.122727272727273,11,148
12739.0,78,2,1013.04,26.658947368421053,38,486
12740.0,64,1,427.6,15.837037037037037,27,342
12743.0,134,2,540.13,4.123129770992366,114,315
12744.0,52,7,21279.29,95.85265765765766,178,5241
12747.0,2,11,4196.01,40.737961165048546,42,1275
12748.0,1,209,33053.19,7.491656844968269,1768,25287
12749.0,4,5,4090.88,20.55718592964824,160,1471
12750.0,129,1,275.88,18.392,15,137
12752.0,81,1,4366.78,82.3920754716981,53,2262
12753.0,23,6,21429.39,108.77862944162436,132,11421
12754.0,236,3,3010.74,47.78952380952381,49,6481
12755.0,281,2,3811.95,952.9875,4,1491
12756.0,87,1,112.07999999999998,28.019999999999996,4,144
12757.0,16,13,7834.650000000001,21.52376373626374,237,2395
12758.0,117,2,2791.59,28.779278350515465,84,2135
12759.0,52,3,1531.44,16.12042105263158,81,902
12762.0,8,2,1898.52,27.51478260869565,62,1227
12763.0,138,2,494.08,27.448888888888888,16,316
12764.0,317,1,1693.88,37.64177777777778,45,386
12766.0,4,7,6989.63,22.547193548387096,205,3646
12769.0,239,1,1143.6,35.7375,32,356
12770.0,211,1,1351.45,112.62083333333334,12,743
12772.0,60,1,892.47,16.226727272727274,55,556
12775.0,17,5,1386.04,21.00060606060606,47,877
12778.0,20,6,822.23,16.4446,40,825
12779.0,38,8,3981.36,26.72053691275168,88,2024
12781.0,64,2,826.74,33.0696,25,671
12782.0,5,5,2330.92,22.630291262135923,81,1086
12783.0,2,6,2225.91,26.49892857142857,76,624
12784.0,9,2,532.8199999999999,9.347719298245613,54,280
12785.0,364,1,311.95,22.282142857142855,14,131
12787.0,10,3,463.66,23.183,17,261
12789.0,65,1,91.85,22.9625,4,4
12790.0,192,1,324.92,15.472380952380954,21,166
12791.0,374,1,192.60000000000002,96.30000000000001,2,97
12792.0,257,1,400.53999999999996,16.0216,25,217
12793.0,335,2,545.48,22.728333333333335,21,295
12794.0,53,2,860.41,19.12022222222222,43,592
12795.0,19,1,430.48,30.74857142857143,14,68
12797.0,366,1,254.03,19.540769230769232,13,118
12798.0,10,3,6977.04,872.13,6,5256
12802.0,187,1,427.58,17.1032,25,314
12808.0,37,3,483.65000000000003,17.273214285714285,27,188
12809.0,178,1,489.31,19.572400000000002,25,220
12811.0,261,3,514.85,16.608064516129033,27,230
12812.0,45,1,229.64000000000001,15.309333333333335,15,164
12814.0,102,1,125.92,62.96,2,49
12815.0,148,2,1063.46,22.6268085106383,38,379
12816.0,96,2,572.2,19.731034482758623,27,128
12817.0,281,1,166.04,41.51,4,53
12818.0,262,1,1542.08,110.14857142857143,14,929
12820.0,3,4,942.34,15.97186440677966,55,722
12821.0,214,1,92.72,15.453333333333333,6,70
12822.0,71,2,948.88,20.62782608695652,41,550
12823.0,75,5,1759.5,351.9,1,230
12824.0,60,1,397.12,15.8848,25,232
12826.0,3,7,1474.72,16.205714285714286,58,1058
12827.0,6,3,430.15000000000003,17.206000000000003,19,197
12828.0,3,6,1018.71,18.19125,46,494
12829.0,337,2,293.0,26.636363636363637,9,376
12830.0,38,6,6814.64,179.33263157894737,13,9848
12831.0,262,1,215.05,23.894444444444446,9,135
12832.0,32,2,383.03,14.186296296296295,27,195
12833.0,145,1,417.38,17.390833333333333,24,156
12834.0,283,1,312.38,17.354444444444443,18,110
12836.0,59,4,2610.36,15.002068965517243,148,1062
12837.0,173,1,134.1,11.174999999999999,12,24
12838.0,34,2,671.95,5.599583333333333,115,355
12839.0,3,14,5591.42,17.80707006369427,95,3807
12840.0,144,4,2726.77,24.13070796460177,67,1511
12841.0,5,25,3991.58,9.641497584541062,229,2720
12842.0,70,2,1118.99,32.9114705882353,34,547
12843.0,66,8,1702.26,16.526796116504855,69,781
12844.0,29,2,325.96000000000004,6.268461538461539,47,125
12845.0,267,4,354.09,13.114444444444443,26,204
12847.0,22,1,843.64,10.043333333333333,72,873
12849.0,31,2,1010.29,21.047708333333333,47,597
12851.0,97,1,131.81,2.8044680851063832,43,106
12852.0,295,1,311.55,18.326470588235296,17,149
12853.0,135,6,1957.1000000000001,25.09102564102564,66,800
12854.0,79,3,1316.25,12.075688073394495,95,626
12855.0,373,1,38.1,12.700000000000001,3,30
12856.0,8,6,2170.78,6.98,155,1076
12857.0,211,2,1106.4,24.05217391304348,37,343
12863.0,52,1,521.2,104.24000000000001,5,188
12864.0,138,1,147.12,49.04,3,216
12865.0,26,2,1568.23,16.507684210526318,86,925
12866.0,283,1,559.12,21.504615384615384,26,171
12867.0,26,7,4009.34,7.50812734082397,240,4284
12868.0,186,6,1607.0600000000002,15.0192523364486,72,928
12871.0,84,2,380.64,34.60363636363636,8,200
12872.0,327,2,599.97,9.090454545454547,58,319
12873.0,282,1,374.0,93.5,4,128
12875.0,143,2,343.2300000000001,171.61500000000004,1,2019
12876.0,58,2,2218.02,26.09435294117647,67,1941
12877.0,4,12,1535.77,9.972532467532467,100,1178
12878.0,236,2,854.99,18.191276595744682,38,547
12879.0,45,3,573.22,57.322,7,370
12881.0,276,1,298.0,42.57142857142857,7,21
12882.0,9,2,1463.04,112.54153846153847,12,246
12883.0,25,4,703.47,16.749285714285715,39,196
12884.0,88,1,309.05,44.15,7,43
12885.0,63,3,1175.22,16.552394366197184,66,655
12886.0,68,2,1378.4,16.809756097560978,75,770
12888.0,214,2,354.12,70.824,4,76
12890.0,24,1,376.71999999999997,4.768607594936708,78,256
12891.0,186,3,331.0,110.33333333333333,2,950
12893.0,31,1,176.55,5.695161290322581,27,90
12895.0,42,2,372.8,16.945454545454545,22,210
12897.0,205,2,216.5,54.125,3,110
12901.0,9,28,17654.54,152.19431034482758,30,23075
12902.0,265,1,138.68,13.868,10,66
12904.0,18,2,496.06,6.986760563380281,59,294
12906.0,12,5,2919.81,46.34619047619047,55,1749
12908.0,176,2,750.0,375.0,1,1200
12909.0,40,5,2178.67,23.941428571428574,78,1280
12910.0,23,8,3075.04,41.00053333333333,48,1692
12912.0,3,5,1662.3,69.2625,17,670
12913.0,5,5,2483.63,49.6726,37,1419
12915.0,149,2,363.65,16.529545454545453,19,93
12916.0,139,4,2944.95,28.59174757281553,53,1083
12917.0,128,1,594.0,297.0,2,120
12919.0,8,6,1335.19,26.7038,34,673
12920.0,17,1,162.78,6.028888888888889,27,128
12921.0,9,37,16587.09,23.037625,233,9526
12922.0,161,1,405.38,14.477857142857143,28,370
12923.0,64,1,172.82,6.172142857142857,28,68
12924.0,88,4,933.7,31.123333333333335,22,481
12925.0,5,2,694.05,15.423333333333332,42,541
12928.0,35,5,2062.7000000000003,24.555952380952384,59,1472
12929.0,312,1,117.85,14.73125,8,37
12930.0,78,2,415.8,16.632,20,252
12931.0,22,15,42055.96,512.8775609756098,28,28004
12933.0,24,3,607.53,5.7314150943396225,102,499
12935.0,2,7,2160.7,16.749612403100773,80,1853
12936.0,17,4,1063.9,17.15967741935484,56,559
12937.0,15,4,1504.27,12.535583333333333,81,1007
12938.0,26,1,114.14,12.682222222222222,9,140
12939.0,64,8,11581.8,246.42127659574467,21,4876
12940.0,55,2,899.69,9.371770833333334,87,404
12942.0,131,3,675.6,9.651428571428571,68,198
12944.0,36,2,604.51,20.150333333333332,29,289
12945.0,288,1,462.95,20.128260869565217,23,165
12947.0,144,6,1603.99,16.535979381443298,83,1165
12948.0,16,7,2064.95,17.801293103448273,82,1080
12949.0,31,8,4167.22,19.382418604651164,166,2381
12950.0,2,3,1843.0,80.1304347826087,13,1380
12951.0,9,6,1064.07,16.89,53,503
12952.0,6,4,1387.79,17.566962025316457,64,653
12953.0,10,1,329.85,19.40294117647059,17,84
12955.0,1,11,4757.16,26.428666666666665,81,3664
12956.0,306,1,108.07,5.687894736842105,19,34
12957.0,10,8,4017.54,16.880420168067225,208,2549
12962.0,7,2,266.39,16.649375,15,129
12963.0,8,8,1856.63,19.54347368421053,75,881
12965.0,89,1,769.8100000000001,7.1278703703703705,108,282
12966.0,10,1,160.18,16.018,10,75
12967.0,358,2,1660.9,87.41578947368421,19,438
12968.0,112,1,135.95,27.189999999999998,5,73
12970.0,7,4,405.47,3.1431782945736435,116,268
12971.0,4,86,11189.91,36.68822950819672,94,9289
12974.0,198,1,144.8,18.1,8,24
12976.0,212,1,738.6,33.57272727272727,22,561
12977.0,156,1,39.239999999999995,4.359999999999999,9,12
12980.0,158,9,7374.900000000001,368.745,6,886
12981.0,30,2,372.21999999999997,18.610999999999997,12,242
12982.0,243,1,390.54,13.947857142857144,28,288
12984.0,19,1,97.5,24.375,4,26
12985.0,1,2,1239.38,16.30763157894737,73,1533
12987.0,74,2,558.7,19.95357142857143,27,219
12988.0,292,1,505.82,6.094216867469879,75,126
12989.0,3,15,6924.110000000001,108.18921875000001,41,2943
12990.0,31,3,409.5,31.5,8,200
12991.0,23,2,503.76,16.25032258064516,31,405
12993.0,23,4,414.76,15.361481481481482,26,240
12994.0,4,3,974.4200000000001,15.97409836065574,52,459
12995.0,85,1,211.32,70.44,3,108
12997.0,22,4,1226.89,20.794745762711866,45,664
12999.0,196,3,455.88,16.28142857142857,25,342
13000.0,107,3,534.85,17.253225806451614,30,379
13001.0,4,13,9785.970000000001,29.038486646884277,166,5490
13002.0,318,1,120.94999999999999,17.27857142857143,7,73
13003.0,106,3,149.05,24.84166666666667,4,103
13004.0,12,18,5655.91,13.999777227722772,277,4822
13005.0,174,2,513.7,19.75769230769231,21,172
13006.0,56,1,81.57,20.3925,4,55
13008.0,323,1,229.46999999999997,16.390714285714285,14,175
13011.0,372,1,50.550000000000004,16.85,3,13
13012.0,9,8,1646.8400000000001,18.71409090909091,67,820
13013.0,1,13,4810.9400000000005,21.967762557077627,155,2224
13014.0,11,10,3466.2799999999997,31.800733944954125,67,905
13015.0,53,5,3339.64,19.08365714285714,156,1609
13016.0,73,3,789.89,16.806170212765956,39,527
13017.0,7,1,204.0,204.0,1,48
13018.0,16,28,7277.7,15.890174672489083,313,5435
13021.0,4,9,2616.38,19.97236641221374,101,1352
13023.0,64,2,689.9,17.2475,36,286
13026.0,1,5,975.36,24.384,32,1620
13027.0,114,6,6912.0,265.84615384615387,6,17280
13028.0,23,2,661.3199999999999,14.695999999999998,40,798
13029.0,31,3,1247.5,124.75,8,134
13030.0,11,2,752.4399999999999,8.178695652173912,76,348
13032.0,52,2,1010.18,14.227887323943662,55,375
13033.0,357,1,190.55,17.322727272727274,11,83
13034.0,55,2,642.77,17.372162162162162,37,369
13035.0,74,2,921.88,34.1437037037037,23,644
13037.0,138,3,881.07,18.355625,44,431
13038.0,80,3,908.46,32.445,24,360
13040.0,9,2,676.99,15.743953488372092,38,355
13043.0,273,1,516.42,39.72461538461538,13,254
13044.0,291,1,560.47,16.983939393939394,33,429
13045.0,99,1,305.28000000000003,16.96,18,221
13046.0,31,2,629.31,17.980285714285714,33,264
13047.0,32,10,3237.54,18.822906976744186,106,1391
13048.0,14,4,1819.41,13.477111111111112,77,1228
13049.0,64,2,656.6800000000001,46.90571428571429,14,268
13050.0,15,17,5836.86,14.483523573200992,246,3748
13052.0,212,1,348.15000000000003,19.34166666666667,18,222
13055.0,78,3,1214.41,15.979078947368421,74,894
