CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TotalQuantity,Cluster_2,Cluster_3,Cluster_4,Cluster,Hierarchical_2,Hierarchical_3,Hierarchical_4,DBSCAN_Cluster,Anomaly
12379.0,82,2,852.24,21.306,39,407,1,1,0,0,0,2,2,0,1
12380.0,22,4,2724.81,26.200096153846157,77,1127,0,0,0,0,1,0,3,0,1
12381.0,5,5,1845.31,21.21045977011494,70,808,0,0,2,2,1,0,3,0,1
12383.0,185,5,1850.56,18.69252525252525,84,1532,0,1,0,0,1,0,3,0,1
12384.0,29,2,585.27,21.676666666666662,26,126,1,1,0,0,0,2,2,0,1
12386.0,338,2,401.9,40.19,10,354,1,2,3,3,0,1,1,0,1
12388.0,16,6,2780.66,27.8066,57,1462,0,0,2,2,1,0,0,0,1
12390.0,80,1,549.84,17.1825,32,353,1,1,0,0,0,2,2,0,1
12391.0,22,1,439.66,4.72752688172043,92,293,1,1,0,0,0,2,2,0,1
12393.0,72,4,1582.6,24.728125,47,816,0,1,0,0,1,0,3,0,1
12394.0,64,2,1272.48,47.12888888888889,26,819,1,1,0,0,0,2,2,0,1
12395.0,19,12,3018.63,19.350192307692307,91,2118,0,0,2,2,1,0,3,0,1
12397.0,36,2,2409.9,19.12619047619048,110,1263,0,1,0,0,1,0,3,0,1
12398.0,46,1,1635.66,19.24305882352941,85,1394,0,1,0,0,1,0,3,0,1
12399.0,119,4,1108.65,18.790677966101697,47,1178,0,1,0,0,1,0,3,0,1
12401.0,303,1,84.3,16.86,5,11,1,2,3,3,0,1,1,0,1
12402.0,323,1,225.6,20.509090909090908,11,94,1,2,3,3,0,1,1,0,1
12403.0,50,1,427.7,85.53999999999999,5,96,1,2,1,1,0,1,1,0,1
12405.0,149,1,1710.39,31.67388888888889,54,857,1,1,0,0,1,0,0,0,1
12406.0,22,2,3415.3,32.52666666666667,92,1818,0,0,0,0,1,0,3,0,1
12407.0,50,5,1708.12,22.183376623376624,57,1416,0,0,0,0,1,0,3,0,1
12408.0,33,5,2888.55,27.51,81,1409,0,0,2,2,1,0,3,0,1
12409.0,79,3,11072.67,101.58412844036695,91,5551,0,0,2,2,1,0,0,-1,1
12410.0,309,2,693.3299999999999,26.666538461538455,26,211,1,2,3,3,0,2,2,0,1
12412.0,75,3,1226.88,20.112786885245903,43,829,0,1,0,0,1,0,3,0,1
12413.0,67,3,758.1,19.95,29,286,1,1,0,0,0,2,2,0,1
12414.0,217,3,562.41,31.245,16,300,1,2,3,3,0,1,1,0,1
12415.0,24,21,124914.53,174.95032212885152,444,77374,0,0,2,2,1,0,0,-1,-1
12417.0,3,9,3649.1,19.005729166666665,158,1552,0,0,2,2,1,0,3,0,1
12418.0,113,1,668.58,19.664117647058823,34,407,1,1,0,0,0,2,2,0,1
12420.0,64,1,600.39,20.70310344827586,29,345,1,1,0,0,0,2,2,0,1
12421.0,16,4,807.04,17.93422222222222,32,484,0,1,0,0,1,0,3,0,1
12422.0,96,3,803.5600000000001,20.604102564102565,39,370,1,1,0,0,1,0,3,0,1
12423.0,1,8,1859.31,14.87448,97,1339,0,0,2,2,1,0,3,0,1
12424.0,163,2,1760.96,58.69866666666667,30,740,1,1,1,1,1,0,0,0,1
12425.0,78,1,777.2,21.58888888888889,36,496,1,1,0,0,0,2,2,0,1
12426.0,195,1,582.73,19.424333333333333,30,258,1,2,3,3,0,1,1,0,1
12427.0,22,3,825.8,26.638709677419357,26,533,1,1,0,0,0,2,2,0,1
12428.0,26,9,7956.46,27.062789115646257,258,3536,0,0,2,2,1,0,3,0,1
12429.0,9,4,3750.4,38.66391752577319,82,1557,0,0,2,2,1,0,0,0,1
12430.0,43,1,256.4,23.30909090909091,11,117,1,2,3,3,0,1,1,0,1
12431.0,36,15,6419.95,27.43568376068376,163,2896,0,0,2,2,1,0,3,0,1
12432.0,43,5,5059.32,46.84555555555556,107,1801,0,0,2,2,1,0,3,0,1
12433.0,1,7,13375.87,31.847309523809525,219,11071,0,0,2,2,1,0,3,-1,-1
12434.0,85,2,806.14,16.122799999999998,46,394,1,1,0,0,0,2,2,0,1
12435.0,80,2,7829.89,217.49694444444447,31,2055,0,0,1,1,1,0,0,-1,1
12436.0,100,1,509.01,31.813125,16,211,1,2,3,3,0,2,2,0,1
12437.0,2,18,4951.41,24.88145728643216,118,2922,0,0,2,2,1,0,3,0,1
12438.0,14,2,2906.85,29.66173469387755,84,1180,0,0,0,0,1,0,3,0,1
12441.0,367,1,173.55,15.77727272727273,11,121,1,2,3,3,0,1,1,0,1
12442.0,3,1,172.06,14.338333333333331,12,182,1,1,3,3,0,1,1,0,1
12444.0,21,5,5005.46,28.44011363636364,138,1153,0,0,2,2,1,0,3,0,1
12445.0,22,1,133.4,33.35,4,62,1,2,3,3,0,1,1,0,1
12446.0,58,1,1002.31,17.584385964912283,57,351,1,1,0,0,0,2,2,0,1
12447.0,243,1,476.49,18.326538461538465,26,190,1,2,3,3,0,1,1,0,1
12448.0,44,1,449.45,20.42954545454545,22,243,1,1,3,3,0,2,2,0,1
12449.0,22,4,4067.29,21.294712041884814,118,1553,0,0,2,2,1,0,3,0,1
12450.0,156,2,197.88,24.735,7,128,1,2,3,3,0,1,1,0,1
12451.0,11,5,9035.52,25.52406779661017,265,6575,0,0,2,2,1,0,3,-1,1
12452.0,17,2,430.57,19.571363636363635,21,185,1,1,0,0,0,2,2,0,1
12453.0,134,1,707.09,16.443953488372095,43,473,1,1,0,0,0,2,2,0,1
12454.0,56,1,3528.34,235.22266666666667,15,1006,1,1,1,1,1,0,0,-1,1
12455.0,73,6,2466.86,27.40955555555556,85,2089,0,0,2,2,1,0,3,0,1
12456.0,44,3,3181.04,25.44832,105,1633,0,0,0,0,1,0,3,0,1
12457.0,66,7,2363.23,38.11661290322581,53,843,0,0,0,0,1,0,0,0,1
12458.0,71,2,947.4,24.931578947368426,35,506,1,1,0,0,0,2,2,0,1
12461.0,94,2,826.88,23.62514285714286,35,287,1,1,0,0,0,2,2,0,1
12462.0,19,2,1189.59,19.186935483870965,51,536,0,1,0,0,1,0,3,0,1
12463.0,53,4,1344.78,16.202168674698793,65,776,0,1,0,0,1,0,3,0,1
12464.0,10,8,1212.05,41.79482758620689,6,112,1,1,1,1,1,0,0,-1,1
12465.0,17,2,742.1899999999999,15.79127659574468,46,479,1,1,0,0,1,0,3,0,1
12468.0,188,2,729.5400000000001,19.19842105263158,36,366,1,1,0,0,0,2,2,0,1
12471.0,2,30,19788.65,43.11252723311547,150,8200,0,0,2,2,1,0,0,-1,-1
12472.0,32,7,6572.11,19.386755162241887,219,4148,0,0,2,2,1,0,3,0,1
12473.0,29,5,3928.05,23.52125748502994,140,2414,0,0,2,2,1,0,3,0,1
12474.0,17,18,7324.09,17.355663507109004,253,4833,0,0,2,2,1,0,3,0,1
12475.0,54,1,723.38,20.093888888888888,36,535,1,1,0,0,0,2,2,0,1
12476.0,16,11,6816.42,29.255021459227468,177,2408,0,0,2,2,1,0,3,0,1
12477.0,23,6,13219.74,44.0658,191,3653,0,0,2,2,1,0,0,-1,1
12478.0,4,1,680.99,18.91638888888889,36,236,1,1,0,0,1,0,3,0,1
12479.0,11,1,527.2,17.006451612903227,31,385,1,1,0,0,1,0,3,0,1
12480.0,28,4,3281.63,21.309285714285718,129,1707,0,0,2,2,1,0,3,0,1
12481.0,23,10,5579.82,25.8325,150,3294,0,0,2,2,1,0,3,0,1
12483.0,17,8,2484.98,33.133066666666664,46,1110,0,0,2,2,1,0,0,0,1
12484.0,33,6,4527.32,13.199183673469388,256,2187,0,0,2,2,1,0,3,0,1
12488.0,10,3,1298.66,23.612,46,529,0,1,0,0,1,0,3,0,1
12489.0,336,1,334.93,22.328666666666667,15,105,1,2,3,3,0,1,1,0,1
12490.0,5,10,5417.93,22.114,131,3064,0,0,2,2,1,0,3,0,1
12491.0,39,1,460.4,17.70769230769231,25,260,1,1,3,3,0,2,2,0,1
12492.0,63,2,263.21000000000004,13.160500000000004,19,192,1,2,3,3,0,2,2,0,1
12493.0,166,2,433.74,19.715454545454545,20,207,1,2,3,3,0,1,1,0,1
12494.0,16,7,1246.1,16.183116883116885,63,707,0,0,0,0,1,0,3,0,1
12497.0,82,1,1043.1,74.50714285714285,14,1236,1,1,1,1,1,0,0,0,1
12498.0,21,3,403.7000000000001,17.55217391304348,21,159,1,1,0,0,0,2,2,0,1
12500.0,23,11,4257.82,69.80032786885245,34,2678,0,0,2,2,1,0,0,-1,1
12501.0,337,1,2169.39,14.5596644295302,149,1783,0,1,0,0,1,0,3,-1,1
12502.0,96,5,3723.87,25.332448979591835,102,820,0,0,0,0,1,0,3,0,1
12504.0,18,2,482.05,53.5611111111111,6,90,1,2,1,1,0,1,1,-1,1
12506.0,233,1,73.5,3.1956521739130435,23,23,1,2,3,3,0,1,1,0,1
12507.0,134,3,1304.81,62.13380952380952,19,894,1,1,1,1,0,2,2,0,1
12508.0,26,2,397.88,5.851176470588236,57,271,1,1,0,0,0,2,2,0,1
12509.0,284,1,176.5,25.214285714285715,7,55,1,2,3,3,0,1,1,0,1
12510.0,143,2,982.57,29.774848484848484,29,353,1,1,0,0,0,2,2,0,1
12512.0,66,2,132.18,4.263870967741935,31,96,1,1,3,3,0,1,1,0,1
12513.0,113,1,612.29,17.494,35,462,1,1,0,0,0,2,2,0,1
12514.0,267,1,1017.68,19.954509803921567,51,440,1,1,0,0,0,2,2,0,1
12515.0,353,1,383.7,23.98125,16,131,1,2,3,3,0,1,1,0,1
12516.0,78,2,1312.06,50.46384615384615,20,875,1,1,1,1,0,2,2,0,1
12517.0,28,5,2481.6,8.894623655913978,232,1361,0,0,2,2,1,0,3,0,1
12518.0,1,5,2056.89,16.58782258064516,84,1318,0,0,2,2,1,0,3,0,1
12519.0,64,1,330.84,19.461176470588235,17,175,1,2,3,3,0,1,1,0,1
12520.0,79,5,2634.26,17.330657894736845,121,1439,0,0,0,0,1,0,3,0,1
12521.0,143,1,599.68,15.781052631578946,38,309,1,1,3,3,0,2,2,0,1
12522.0,39,2,192.72,16.06,11,194,1,2,3,3,0,2,2,0,1
12523.0,19,11,1789.77,16.884622641509434,84,865,0,0,2,2,1,0,3,0,1
12524.0,9,8,4485.72,31.15083333333333,113,3699,0,0,2,2,1,0,3,0,1
12526.0,1,3,1316.66,18.54450704225352,64,632,0,0,0,0,1,0,3,0,1
12527.0,82,3,348.71000000000004,19.37277777777778,18,234,1,2,3,3,0,2,2,0,1
12528.0,9,6,1933.48,21.01608695652174,50,756,0,0,2,2,1,0,3,0,1
12530.0,60,4,1662.28,25.186060606060607,51,913,0,1,0,0,1,0,3,0,1
12531.0,15,1,125.22,7.365882352941177,17,45,1,2,3,3,0,1,1,0,1
12532.0,30,1,349.83000000000004,21.864375000000003,16,153,1,2,3,3,0,2,2,0,1
12534.0,131,1,1089.18,17.28857142857143,63,651,1,1,0,0,0,2,2,0,1
12535.0,92,2,716.35,21.069117647058825,28,219,1,1,0,0,0,2,2,0,1
12536.0,43,3,12601.830000000002,48.2828735632184,260,2803,0,0,2,2,1,0,0,-1,1
12538.0,29,1,363.95,17.33095238095238,21,191,1,1,3,3,0,2,2,0,1
12539.0,22,4,5568.35,20.396886446886448,157,2067,0,0,2,2,1,0,3,0,1
12540.0,20,17,13400.24,28.03397489539749,277,6685,0,0,2,2,1,0,3,0,1
12541.0,30,3,981.18,18.868846153846157,46,680,0,1,0,0,1,0,3,0,1
12544.0,36,1,372.7,19.61578947368421,19,136,1,2,3,3,0,2,2,0,1
12545.0,75,2,1000.39,20.0078,42,523,1,1,0,0,0,2,2,0,1
12546.0,47,2,1161.5,16.833333333333332,59,633,0,1,0,0,0,2,2,0,1
12547.0,198,2,207.8,25.975,7,134,1,2,3,3,0,1,1,0,1
12548.0,166,1,95.2,19.04,5,49,1,2,3,3,0,1,1,0,1
12550.0,79,1,964.83,16.92684210526316,57,569,1,1,0,0,0,2,2,0,1
12551.0,358,1,168.0,16.8,10,100,1,2,3,3,0,1,1,0,1
12552.0,39,2,437.82,21.891,20,88,1,2,3,3,0,2,2,0,1
12553.0,8,10,3692.28,19.33130890052356,95,1965,0,0,2,2,1,0,3,0,1
12556.0,50,2,599.56,5.038319327731092,100,355,1,1,0,0,0,2,2,0,1
12557.0,16,5,11990.96,363.36242424242425,15,4384,0,0,1,1,1,0,0,-1,-1
12558.0,8,1,269.96,24.54181818181818,11,196,1,2,3,3,0,1,1,0,1
12559.0,311,2,561.71,26.74809523809524,21,283,1,2,3,3,0,2,2,0,1
12560.0,5,3,2134.01,20.323904761904764,91,1110,0,0,2,2,1,0,3,0,1
12561.0,303,1,238.85,14.928125,16,177,1,2,3,3,0,1,1,0,1
12562.0,8,7,3781.74,22.510357142857146,99,1779,0,0,2,2,1,0,3,0,1
12564.0,261,1,456.9,21.757142857142856,21,133,1,2,3,3,0,1,1,0,1
12565.0,289,1,145.92,16.21333333333333,9,80,1,2,3,3,0,1,1,0,1
12566.0,86,1,351.65,18.507894736842104,19,265,1,2,3,3,0,2,2,0,1
12567.0,23,10,9401.28,21.07910313901345,323,4305,0,0,2,2,1,0,3,0,1
12569.0,2,32,4124.69,21.939840425531912,92,1801,0,0,2,2,1,0,0,0,1
12571.0,40,2,519.61,15.28264705882353,31,523,1,1,0,0,0,2,2,0,1
12572.0,9,2,1020.42,17.006999999999998,53,452,0,1,0,0,1,0,3,0,1
12573.0,227,1,160.54000000000002,5.733571428571429,26,84,1,2,3,3,0,1,1,0,1
12574.0,316,1,218.45,19.85909090909091,11,61,1,2,3,3,0,1,1,0,1
12576.0,36,5,1315.83,14.952613636363637,72,967,0,1,0,0,1,0,3,0,1
12577.0,35,3,626.6,4.291780821917809,137,469,0,1,0,0,0,2,2,0,1
12578.0,21,2,2794.51,24.51324561403509,111,1196,0,0,0,0,1,0,3,0,1
12579.0,78,1,440.42,15.18689655172414,29,285,1,1,3,3,0,2,2,0,1
12580.0,247,1,415.7,17.320833333333333,24,238,1,2,3,3,0,1,1,0,1
12581.0,40,1,197.71,13.180666666666667,15,161,1,2,3,3,0,1,1,0,1
12582.0,239,2,511.36,23.24363636363637,21,300,1,2,3,3,0,2,2,0,1
12583.0,3,15,7281.38,29.47927125506073,115,5060,0,0,2,2,1,0,0,0,1
12584.0,4,9,2338.15,24.355729166666663,44,416,0,0,2,2,1,0,3,-1,1
12585.0,234,2,2040.1,23.44942528735632,77,1279,0,1,0,0,1,0,3,0,1
12586.0,17,1,196.94000000000003,17.903636363636366,11,79,1,2,3,3,0,1,1,0,1
12587.0,8,1,144.0,36.0,4,51,1,2,3,3,0,1,1,-1,1
12588.0,39,1,214.9,21.49,10,53,1,2,3,3,0,1,1,0,1
12589.0,29,2,646.68,18.47657142857143,29,306,1,1,0,0,0,2,2,0,1
12590.0,211,2,9864.26,145.06264705882353,68,4283,0,0,1,1,1,0,0,-1,-1
12591.0,317,1,452.85,17.41730769230769,26,228,1,2,3,3,0,1,1,0,1
12592.0,92,2,437.6,24.311111111111117,11,290,1,2,3,3,0,2,2,0,1
12593.0,109,3,418.1,19.909523809523808,14,206,1,2,3,3,0,2,2,0,1
12594.0,38,10,3338.2200000000003,28.290000000000003,50,1777,0,0,2,2,1,0,0,0,1
12596.0,51,2,618.27,22.898888888888887,25,474,1,1,0,0,0,2,2,0,1
12597.0,19,4,3811.22,18.50106796116505,184,2236,0,0,2,2,1,0,3,0,1
12598.0,10,8,3023.08,22.90212121212121,84,1964,0,0,2,2,1,0,3,0,1
12599.0,29,7,1032.58,16.654516129032256,32,956,0,1,0,0,1,0,3,0,1
12600.0,29,10,2599.04,40.61,32,774,0,0,2,2,1,0,0,0,1
12601.0,190,5,577.0600000000001,20.609285714285715,21,245,1,1,0,0,0,1,1,0,1
12602.0,59,1,153.12,12.76,12,162,1,2,3,3,0,1,1,0,1
12603.0,22,1,739.1999999999999,369.6,2,63,1,2,1,1,0,1,1,-1,1
12604.0,79,2,254.18,15.88625,15,201,1,2,3,3,0,2,2,0,1
12607.0,60,1,1579.51,15.63871287128713,101,1228,0,1,0,0,1,0,3,0,1
12609.0,78,3,1126.85,18.78083333333333,57,648,0,1,0,0,1,0,3,0,1
12610.0,23,5,2099.54,19.80698113207547,85,1049,0,0,0,0,1,0,3,0,1
12611.0,52,1,1193.32,18.35876923076923,65,846,1,1,0,0,0,2,2,0,1
12612.0,74,1,704.0400000000001,37.054736842105264,19,262,1,2,3,3,0,2,2,0,1
12613.0,57,5,3344.38,21.85869281045752,124,1644,0,0,2,2,1,0,3,0,1
12614.0,278,1,315.6,15.78,20,76,1,2,3,3,0,1,1,0,1
12615.0,2,4,2291.19,21.820857142857143,82,1376,0,0,2,2,1,0,3,0,1
12616.0,95,2,713.3,22.290625,25,284,1,1,0,0,0,2,2,0,1
12617.0,29,1,352.98,8.609268292682927,39,210,1,1,0,0,0,2,2,0,1
12618.0,22,1,177.31,16.11909090909091,11,96,1,2,3,3,0,1,1,0,1
12619.0,16,9,3641.24,40.45822222222222,50,3378,0,0,2,2,1,0,0,0,1
12620.0,15,3,1339.41,14.558804347826088,89,1181,0,1,0,0,1,0,3,0,1
12621.0,2,20,13689.67,29.31406852248394,261,7440,0,0,2,2,1,0,0,0,-1
12622.0,232,1,180.1,16.37272727272727,11,69,1,2,3,3,0,1,1,0,1
12623.0,276,1,305.1,16.950000000000003,18,191,1,2,3,3,0,1,1,0,1
12624.0,106,2,641.13,16.87184210526316,36,355,1,1,0,0,0,2,2,0,1
12625.0,212,2,2683.82,31.207209302325584,73,1612,0,1,0,0,1,0,3,0,1
12626.0,23,9,6620.48,22.51863945578231,232,3453,0,0,2,2,1,0,3,0,1
12627.0,11,7,4478.53,19.47186956521739,162,2752,0,0,2,2,1,0,3,0,1
12628.0,4,3,786.46,19.1819512195122,34,448,0,1,0,0,1,0,3,0,1
12630.0,10,2,1270.88,19.8575,60,548,0,1,0,0,1,0,3,0,1
12631.0,57,1,640.5,20.661290322580644,31,236,1,1,0,0,0,2,2,0,1
12633.0,59,4,2163.98,21.425544554455445,73,1162,0,1,0,0,1,0,3,0,1
12635.0,90,2,1689.18,16.724554455445546,96,1172,0,1,0,0,1,0,3,0,1
12637.0,67,8,6002.9,15.714397905759162,205,2994,0,0,2,2,1,0,3,0,1
12638.0,33,1,671.69,17.222820512820515,39,577,1,1,0,0,0,2,2,0,1
12639.0,239,1,486.1,22.095454545454547,22,201,1,2,3,3,0,1,1,0,1
12640.0,24,3,1174.58,22.16188679245283,47,311,0,1,0,0,1,0,3,0,1
12641.0,115,1,185.9,18.59,10,72,1,2,3,3,0,1,1,0,1
12642.0,25,3,1013.26,21.55872340425532,39,552,0,1,0,0,0,2,2,0,1
12643.0,128,6,3344.64,139.36,11,1808,0,0,1,1,1,0,0,-1,1
12644.0,130,1,477.91,15.416451612903227,31,325,1,1,3,3,0,2,2,0,1
12645.0,34,4,1775.18,24.31753424657534,58,1084,0,1,0,0,1,0,3,0,1
12646.0,5,2,1346.97,29.932666666666663,43,897,0,1,0,0,1,0,0,0,1
12647.0,22,12,3722.82,30.76710743801653,78,1431,0,0,2,2,1,0,0,0,1
12648.0,155,1,318.05,15.145238095238096,21,160,1,2,3,3,0,1,1,0,1
12649.0,107,3,623.51,20.113225806451613,28,586,1,1,0,0,1,0,3,0,1
12650.0,3,1,314.44,15.722,20,254,1,1,0,0,0,1,1,0,1
12651.0,335,1,114.0,12.666666666666666,9,78,1,2,3,3,0,1,1,0,1
12652.0,331,1,919.98,19.16625,48,505,1,1,0,0,0,2,2,0,1
12653.0,149,2,2209.85,51.391860465116274,37,919,1,1,0,0,1,0,0,0,1
12654.0,11,5,601.98,15.841578947368422,31,264,0,1,0,0,1,0,3,0,1
12656.0,17,5,4051.17,32.152142857142856,89,1723,0,0,2,2,1,0,3,0,1
12657.0,11,4,1643.18,34.961276595744685,35,1044,0,0,0,0,1,0,0,0,1
12658.0,19,1,686.05,19.056944444444444,36,320,1,1,0,0,0,2,2,0,1
12659.0,30,1,91.68,18.336,5,105,1,2,3,3,0,1,1,0,1
12660.0,11,1,245.1,18.853846153846156,13,127,1,2,3,3,0,1,1,0,1
12662.0,1,11,3849.78,16.73817391304348,129,2058,0,0,2,2,1,0,3,0,1
12664.0,8,9,4881.88,131.94270270270272,10,1203,0,0,1,1,1,0,0,-1,1
12665.0,325,1,63.0,21.0,3,37,1,2,3,3,0,1,1,0,1
12667.0,58,1,620.13,18.791818181818183,33,395,1,1,0,0,0,2,2,0,1
12668.0,12,4,3807.15,23.64689440993789,115,1634,0,0,2,2,1,0,3,0,1
12669.0,151,3,2744.03,27.16861386138613,98,1115,0,1,0,0,1,0,3,0,1
12670.0,10,5,2996.05,32.56576086956522,58,1397,0,0,2,2,1,0,0,0,1
12672.0,330,1,225.9,22.59,10,78,1,2,3,3,0,1,1,0,1
12673.0,5,2,610.52,14.536190476190477,42,351,0,1,0,0,1,0,3,0,1
12674.0,39,4,1970.6,23.742168674698792,52,1133,0,1,0,0,1,0,3,0,1
12676.0,25,6,1331.39,29.58644444444445,33,670,0,1,0,0,1,0,3,0,1
12678.0,42,12,17628.46,106.83915151515151,105,10923,0,0,2,2,1,0,0,-1,-1
12679.0,59,4,1113.02,23.187916666666663,43,554,0,1,0,0,1,0,3,0,1
12680.0,1,4,862.81,16.592499999999998,33,443,0,1,0,0,1,0,3,0,1
12681.0,15,22,13787.54,21.610564263322885,267,7536,0,0,2,2,1,0,3,0,1
12682.0,4,31,12279.82,23.434770992366413,209,5555,0,0,2,2,1,0,0,0,-1
12683.0,4,15,8476.57,24.64119186046512,177,4987,0,0,2,2,1,0,0,0,1
12684.0,8,7,2283.63,21.748857142857144,61,1985,0,0,2,2,1,0,3,0,1
12685.0,28,6,2863.08,18.23617834394904,117,1523,0,0,2,2,1,0,3,0,1
12686.0,372,1,89.14,12.734285714285717,7,107,1,2,3,3,0,1,1,0,1
12688.0,114,1,4873.81,28.501812865497072,171,3028,0,1,0,0,1,0,3,-1,1
12689.0,26,2,1247.61,17.327916666666667,57,628,0,1,0,0,1,0,3,0,1
12690.0,206,1,389.01,24.313125,16,106,1,2,3,3,0,1,1,0,1
12691.0,28,6,1035.8,32.36875,21,394,0,1,0,0,1,0,0,0,1
12693.0,127,4,855.91,21.946410256410257,35,255,1,1,0,0,0,2,2,0,1
12694.0,70,2,869.67,23.504594594594597,32,509,1,1,0,0,0,2,2,0,1
12695.0,7,4,582.1,21.55925925925926,23,220,1,1,0,0,0,2,2,0,1
12697.0,29,3,957.59,23.355853658536585,37,508,0,1,0,0,0,2,2,0,1
12700.0,8,4,4939.99,18.432798507462685,193,2967,0,0,2,2,1,0,3,0,1
12701.0,80,2,797.71,15.0511320754717,50,678,1,1,0,0,0,2,2,0,1
12702.0,20,1,219.0,18.25,12,53,1,2,3,3,0,1,1,0,1
12703.0,71,1,283.55,13.502380952380951,21,164,1,2,3,3,0,2,2,0,1
12704.0,7,8,2340.84,26.600454545454543,64,1006,0,0,2,2,1,0,3,0,1
12705.0,15,9,6868.29,20.56374251497006,228,3997,0,0,2,2,1,0,3,0,1
12707.0,292,1,603.42,18.285454545454545,33,256,1,2,3,3,0,1,1,0,1
12708.0,30,10,2712.91,17.27968152866242,86,1307,0,0,2,2,1,0,3,0,1
12709.0,15,15,9706.52,46.891400966183575,93,3912,0,0,2,2,1,0,0,-1,1
12710.0,97,3,1149.02,14.922337662337664,75,851,0,1,0,0,1,0,3,0,1
12712.0,29,13,4396.13,33.053609022556394,58,1062,0,0,2,2,1,0,0,0,1
12713.0,1,1,848.55,22.33026315789473,38,508,0,1,0,0,1,0,3,0,1
12714.0,9,5,4708.86,18.18092664092664,216,3069,0,0,2,2,1,0,3,0,1
12715.0,106,1,343.36,17.168,20,192,1,2,3,3,0,2,2,0,1
12716.0,4,2,1053.49,15.267971014492751,60,708,0,1,0,0,1,0,3,0,1
12717.0,151,2,1030.98,18.74509090909091,49,506,1,1,0,0,0,2,2,0,1
12718.0,71,1,238.25,12.539473684210526,19,203,1,2,3,3,0,1,1,0,1
12719.0,5,2,644.95,16.53717948717949,34,374,0,1,0,0,1,0,3,0,1
12720.0,3,25,5781.73,16.332570621468925,211,4672,0,0,2,2,1,0,3,0,1
12721.0,32,6,2656.13,16.497701863354038,133,1959,0,0,2,2,1,0,3,0,1
12722.0,85,4,997.63,18.82320754716981,50,566,0,1,0,0,1,0,3,0,1
12723.0,4,5,725.07,10.508260869565218,53,434,0,1,0,0,1,0,3,0,1
12724.0,5,4,1031.41,19.46056603773585,47,445,0,1,0,0,1,0,3,0,1
12725.0,371,1,427.8,17.825,24,164,1,2,3,3,0,1,1,0,1
12726.0,28,7,2609.1,21.041129032258063,57,3143,0,0,2,2,1,0,0,0,1
12727.0,11,7,3980.7,28.638129496402875,109,2098,0,0,2,2,1,0,3,0,1
12728.0,71,4,836.33,18.18108695652174,38,419,1,1,0,0,1,0,3,0,1
12729.0,114,1,453.01,17.423461538461538,26,233,1,2,3,3,0,2,2,0,1
12731.0,24,12,18895.91,68.96317518248175,109,8437,0,0,2,2,1,0,0,-1,-1
